ssignment,Organization Name,Organization Address
000D92,ARIMA Communications Corp.,"16, lane 658, Ying-Tao Road Yingko Taipei County TW 23943 "
009096,ASKEY COMPUTER CORP,"2F, NO. 2, LANE 497 TAIPEI  23136  TW  "
0011F5,ASKEY COMPUTER CORP,"10F, NO.119, CHIENKANG  RD., CHUNG-HO, TAIPEI  TW 235 "
DCD87C,"Beijing Jingdong Century Trading Co., LTD.","28F,Building A Zhaolin Plaza,NO.19,Ronghua Middle road,BDA Beijing Beijing  CN 100176 "
001C4A,AVM GmbH,Alt-Moabit 95 Berlin  DE 10559 
000B6A,Asiarock Technology Limited,"P.O. Box957, Offshore Incorporations Cen Road Town Tortola VG  "
40BA61,ARIMA Communications Corp.,"6F., No.866, Jhongjheng Rd., Jhonghe Dist. New Taipei City  TW 23586 "
1883BF,Arcadyan Technology Corporation,"4F, No. 9, Park Avenue II , Hsinchu  TW 300 "
9C80DF,Arcadyan Technology Corporation,"4F, No. 9, Park Avenue II , Hsinchu  TW 300 "
001CCC,BlackBerry RTS,305 Phillip Street Waterloo Ontario CA N2L 3W8 
94EBCD,BlackBerry RTS,295 Phillip Street Waterloo Ontario CA N2L3W8 
644FB0,Hyunjin.com," Hyochang-dong 5-86, Yongsan-gu Seoul  KR 140-896 "
001A2A,Arcadyan Technology Corporation,"4F., No. 9 , Park Avenue II, Hsinchu  TW 300 "
001D19,Arcadyan Technology Corporation,"4F., No. 9 , Park Avenue II, Hsinchu  TW 300 "
88252C,Arcadyan Technology Corporation,"4F., NO.9, Park Avenue II , Hsinchu  TW 300 "
A4E4B8,BlackBerry RTS,295 Phillip Street Waterloo Ontario CA N2L 3W8 
58671A,Barnes&Noble,400 HAMILTON AVENUE PALO ALTO CA US 94301 
BC0543,AVM GmbH,Alt-Moabit 95 Berlin  DE 10559 
002675,Aztech Electronics Pte Ltd,31 Ubi Road 1 Singapore  SG 408694 
001F3F,AVM GmbH,Alt-Moabit 95 Berlin  DE 10559 
0020D6,"Breezecom, Ltd.",ATIDIM TECHNOLOGICAL PK-BLDG.3   IL  
001018,Broadcom,16215 ALTON PARKWAY IRVINE CA US 92619-7013 
001BE9,Broadcom,16215 Alton Parkway Irvine CA US 92618 
008077,"Brother industries, LTD.",RESEARCH LABORATORY   JP  
029D8E,"CARDIAC RECORDERS, INC.",34 SCARBORO RD  UNITED GB KINGDOM 
FC2F40,"Calxeda, Inc.",7000 North Mopac Expressway Austin TX US 78731 
0026E4,Canal +,48 quai du point du jour Boulogne-Billancourt  FR 92659 
389496,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
0CB319,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
08EE8B,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
A89FBA,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
FC1910,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
083D88,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
5C2E59,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
646CB2,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
F884F2,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
14B484,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
608F5C,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
4CBCA5,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
78595E,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
B0D09C,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
4CA56D,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
A48431,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
E4F8EF,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
1432D1,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
E458E7,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
8CBFA6,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
7840E4,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
9000DB,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
183A2D,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
08373D,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
50F520,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
A4EBD3,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
28987B,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
F40E22,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
9C3AAF,"Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
BCF2AF,devolo AG,Charlottenburger Allee 60 Aachen  DE 52068 
0270B3,DATA RECALL LTD.,SONDES PLACE  UNITED GB KINGDOM 
000FF6,DARFON LIGHTING CORP,"31, Lane17, Zihciang N. Road Taoyuan  TW 333 "
702559,CyberTAN Technology Inc.,"99, Park Avenue III, Science-Based Industrial Park Hsinchu  TW 308 "
0090D6,"Crystal Group, Inc.",850 KACENA RD. HIAWATHA IA US 52233 
001DAA,DrayTek Corp.,"No. 26, Fu-Shing Road Hsin-Chu  TW 303 "
02CF1C,Communication Machinery Corporation,1226 ANACAPA SANTA BARBARA CA US 93101 
0C75BD,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
38F0C8,Livestream,195 Morgan Avenue Brooklyn NY US 11237 
0C1167,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
001982,SmarDTV,Route de Genève 22 Cheseaux  CH CH-1033  
10C6FC,Garmin International,1200 East 151st Street Olathe  KS US 66062 
00E000,FUJITSU LIMITED,"Musashi-kosugi Tower Place Bldg., KAWASAKI 211 Kanagawa JP  "
00000E,FUJITSU LIMITED,"Musashi-kosugi Tower Place Bldg., KAWASAKI 211 Kanagawa JP  "
002326,FUJITSU LIMITED,"Musashi-kosugi Tower Place Bldg., KAWASAKI 211 Kanagawa JP  "
0007CB,FREEBOX SAS,8 rue de la Ville l'Eveque Paris  FR 75008 
3C591E,"TCL King Electrical Appliances (Huizhou) Co., Ltd","7/FTCL Multimedia Building, TCL International E City, No.1001 Zhongshanyuan Road, Nanshan  Shenzhen  Guangdong   CN 518052 "
002682,"Gemtek Technology Co., Ltd.","No.1 Jen Ai Road, Hsinchu Industrial Park, Hukou, Hsinchu TW 303 "
001A73,"Gemtek Technology Co., Ltd.","No. 1 Jen Ai Road, Hsinchu Industrial Park, Hukou, Hsinchu  TW 303 "
00904B,"Gemtek Technology Co., Ltd.","No. 1 Jen Ai Road, Hukou, Hsinchu, Taiwan TW 30352 "
D86BF7,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
A4C0E1,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
34AF2C,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
8CCDE8,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
9CE635,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
600194,Espressif Inc.,"Room 204, Building 2, 690 Bibo Road, Pudong New Area Shanghai Shanghai CN 201203 "
F44D17,"GOLDCARD HIGH-TECH CO.,LTD.","No.158, Jinqiao Stree,Economic&Technological Development Area, Hangzhou  Zhejiang CN 310018 "
001E35,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
001FC5,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
0021BD,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
002709,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
E84ECE,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
0009BF,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
001AE9,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
001CBE,"Nintendo Co., Ltd.","  11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU KYOTO KYOTO JP 601-8501 "
002403,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
002265,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
0019B7,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
002404,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
0002EE,Nokia Danmark A/S,"Frederikskaj, Copenhagen V   DK  "
001C9A,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
001F01,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790V 
000EED,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
001E3A,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
001A89,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
0021AA,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
002669,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
0022FD,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
002109,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
002108,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
001D6E,Nokia Danmark A/S,Frederikskaj Copenhagen V DK DK-1790 
001B33,Nokia Danmark A/S,Frederikskaj Copenhagen V  DK DK-1790 
ECF35B,Nokia Corporation,Joensuunkatu 7 Salo Varsinais-Suomi FI 24101 
EC9B5B,Nokia Corporation,Joensuunkatu 7 Salo Varsinais-Suomi FI 24101 
BCC6DB,Nokia Corporation,Joensuunkatu 7 Salo NA FI 24101 
B83241,"Wuhan Tianyu Information Industry Co., Ltd.","HUST Industry Park, East-Lake Development Zone Wuhan Hubei CN 430223 "
9897D1,MitraStar Technology Corp.,"No. 6, Innovation Road II, Hsinchu  TW 300 "
94C960,"Zhongshan B&T technology.co.,ltd","Floor3-4,Block A,Dong Fang Industrial park,Da che country,Nan Lang District  Zhong Shan City Guang Dong Province CN 528451 "
001479,"NEC Magnus Communications,Ltd."," 22-23, Kaigan 3-chome Minato-ku Tokyo JP 108-0022 "
9C4FDA,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
1C5CF2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
0821EF,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
A0CBFD,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
34145F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
B462AD,Elysia Germany GmbH,Benzstr.4 Straubenhardt Baden-Wuerttemberg DE 75334 
747818,Jurumani Solutions,321 14th Road Midrand  ZA 1685 
803896,SHARP Corporation,"22-22,Nagaike-Cho Osaka-City Osaka-Prefecture JP 545-8522 "
80D160,Integrated Device Technology (Malaysia) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
686E23,Wi3 Inc.,P.O. Box 1123 Pittsford NY US 14534 
B8A175,"Roku, Inc.",12980 Saratoga Ave Saratoga CA US 95070 
0080E5,NetApp,3718 N. Rock Road Wichita KS US 67226-1397 
E49A79,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
28A02B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
B44BD2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
002340,MiXTelematics,Blaauwklip Office Park 2 Stellenbosch Western Cape ZA 7600 
B48B19,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
00AF1F,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
4CCC6A,"Micro-Star INTL CO., LTD.","No.69, Lide St., New Taipei City Taiwan TW 235 "
985BB0,KMDATA INC.,"505-2, Daeryung Techno Town 1cha, 18, Gasan Digital 2-ro, Geumcheon-gu Seoul  KR 153771 "
6C8FB5,Microsoft Mobile Oy,Keilalahdentie 4 Espoo  FI 02150 
245EBE,"QNAP Systems, Inc.","2F., No.22, Zhongxing Rd., Xizhi Dist. New Taipei City  TW 221 "
A89352,"SHANGHAI ZHONGMI COMMUNICATION TECHNOLOGY CO.,LTD","RM510,418 Guiping Road,xuhui-Park shanghai shanghai CN 200233 "
AC5F3E,SAMSUNG ELECTRO-MECHANICS(THAILAND),"93Moo5T. Bangsamak SEMTHAI, WELLGROW INDUSTRIAL ESTATE Bangpakong Chachoengsao TH 24180 "
70661B,Sonova AG,Laubisruetistrasse 28 Staefa  CH 8712 
1C98EC,Hewlett Packard Enterprise,8000 Foothills Blvd. Roseville CA US 95747 
9C9D5D,Raden Inc,15 Maiden Lane New York NY US 10038 
E8FD72,"SHANGHAI LINGUO TECHNOLOGY CO., LTD.","No.2,277 Lane,Yongdeng Road,Putuo District,Shanghai,China Shanghai Shanghai CN 200000 "
98BB1E,BYD Precision Manufacture Company Ltd.,"7/Floor, Building 5#, No3000 LongDong Avenue, Pudong District Shanghai Shanghai CN 201203 "
EC438B,YAPTV,623 GangNamDa-Ro Seocho-Gu Seoul KR 06524 
1866DA,Dell Inc.,One Dell Way Round Rock TX US 78682 
981FB1,"Shenzhen Lemon Network Technology Co.,Ltd","Changhong Technology Building 1710-11,South NO.12 Road,Nanshan Technology Park,Nanshan District,Shenzhen,China. shenzhen  CN 518100 "
40476A,AG Acquisition Corp. d.b.a. ASTRO Gaming,655 4th St. San Francisco CA US 94107 
A4BF01,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
509EA7,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
DCCF96,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
0004C6,"YAMAHA MOTOR CO.,LTD",Information System Division Japan Zip: JP 438-8501 
14D11F,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
54511B,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
68536C,"SPnS Co.,Ltd","#315, Woolim Lions Valley 2nd, Gasan-dong, Geumcheon-gu Seoul  KR 08591 "
005BA1,"shanghai huayuan chuangxin software CO., LTD.","Room D13 , Floor 13,Lane 1006, Jinshajiang road,putuo District Shanghai Shanghai CN 200333 "
B07E70,Zadara Storage Ltd.,"6 Venture, Suite 140 Irvine CA US 92618 "
405EE1,"Shenzhen H&T Intelligent Control Co.,Ltd.","D-Zone,10/F,Shenzhen Academy of Aerospace Technology,Hi-Tech Park at Nanshan District,Shenzhen,China  Shenzhen  CN 518000 "
10F005,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
BC9889,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan City Hubei Province CN 430074 
E42F26,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan City Hubei Province CN 430074 
344B3D,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan City Hubei Province CN 430074 
FCF647,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan City Hubei Province CN 430074 
1088CE,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan City Hubei Province CN 430074 
D463FE,Arcadyan Corporation,"No.8, Sec.2, Guangfu Rd. Hsinchu City Hsinchu TW 30071 "
9466E7,WOM Engineering,"13F., No. 192, Sec. 2, Zhongxing Rd., Xindian Dist. New Taipei City Taiwan TW 231 "
F8A188,LED Roadway Lighting,115 Chain Lake Dr. Halifax NS CA B3S 1B3 
001174," Mojo Networks, Inc.",339 N.Bernardo Ave Mountain View CA US 94043 
BC15AC,Vodafone Italia S.p.A.,Via Lorenteggio nr. 240 Milan Italy IT 20147 
140C5B,PLNetworks,"B-613, Tancheonsang-ro 164(Sigma 2) Seongnam-si Bundang-gu, Gyeonggi-do KR 13631 "
D0B0CD,Moen,25300 Al Moen Dr North Olmstead OH US 44070-8022 
0071C2,PEGATRON CORPORATION,"5F No. 76, Ligong St., Beitou District Taipei City Taiwan TW 112 "
DCFE07,PEGATRON CORPORATION,"5F No. 76, Ligong St., Beitou District Taipei City Taiwan TW 112 "
E47E66,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
9C741A,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
EC93ED,DDoS-Guard LTD,"goroda Volos, 6, 904 Rostov-on-Don  RU 344010 "
4C72B9,PEGATRON CORPORATION,"5F No. 76, Ligong St., Beitou District Taipei City Taiwan TW 112 "
F462D0,"Not for Radio, LLC",425 Front St Lititz PA US 17543 
94513D,"iSmart Alarm, Inc.",1290 Kifer Road Suite 306 Sunnyvale CA US 94086 
C89CDC,"Elitegroup Computer Systems Co.,Ltd.","NO. 239, Sec. 2, Ti Ding Blvd. Taipei  TW 11493 "
002511,"Elitegroup Computer Systems Co.,Ltd.","NO. 239, Sec. 2, Ti Ding Blvd. Taipei Taiwan TW 11493 "
000E03,Emulex Corporation,3333 Susan Street Costa Mesa CA US 92626 
001BB9,"Elitegroup Computer Systems Co.,Ltd.","No.22, Alley 38, Lane 91 , Sec. 1 , Nei Hu Road Taipei  TW 114 "
001921,"Elitegroup Computer Systems Co.,Ltd.","No.22,Alley 38,Lane 91, Sec. 1,Nei Hu Road. Taipei  TW 114 "
00142A,"Elitegroup Computer Systems Co.,Ltd.","No.22, Alley 38, Lane 91, Sec. 1, Taipei  TW 114 "
0001F4,Enterasys,35 Industrial Way Rochester NH US 03867 
487ADA,"Hangzhou H3C Technologies Co., Limited","466 Changhe Road, Binjiang District Hangzhou Zhejiang, P.R.China CN 310052 "
1C7370,Neotech,"104, 37 Yaeun-ro Gumi-si Gyoungsangbuk-do KR 730-711 "
0050FC,Edimax Technology Co. Ltd.,3 WU-CHUN 3rd ROAD TAIPEI Hsien  TW 248 
200A5E,"Xiangshan Giant Eagle Technology Developing Co., Ltd.",Juexi Road no.9 Juexi street  Ningbo Zhejiang CN 315708 
30E37A,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
4CA003,T-21 Technologies LLC,3733 University Blvd West Suite 307B Jacksonville FL US 32217 
F0EE58,PACE Telematics GmbH,Haid-und-Neu-Str. 18 Karlsruhe  DE 76131 
A08CFD,Hewlett Packard,11445 Compaq Center Drive Houston TX US 77070 
4000E0,Derek(Shaoguan)Limited,"Gaojiling,Taiping Town, Shixing County Shaoguan Guangdong CN 512500 "
001397,Oracle Corporation ,500 Oracle Parkway Redwood Shores CA US 94065 
00A0A4,Oracle Corporation ,500 Oracle Parkway Redwood Shores CA US 94065 
A4E597,Gessler GmbH,Gutenbergring 14 Rodgau  DE 63110 
0024F4,"Kaminario, Ltd.",Yatam Industrial Park Yokneam ISRAEL IL 20692 
001D08,"Jiangsu Yinhe  Electronics Co.,Ltd.",188 NANHUAN ROAD ZHANGJIAGANG JIANGSU CN 215611 
0018D7,"JAVAD GNSS, Inc.","1731 Technology Drive, Suite 680 San Jose CA US 95110 "
001C6C,30805,"128, Jun Cheng Road,uangzhou Economic and Technological Development District Guangzhou Guangdong CN 510530 "
00A0B0,"I-O DATA DEVICE, INC.","24-1, SAKURADA-MACHI KANAZAWA, ISHIKAWA 920  JP  "
00E0CF,INTEGRATED DEVICE,6024 Silver Creek Valley Road San Jose CA US 95138 
547F54,INGENICO,"9, avenue de la gare - BP 25156 Valence cedex 9  FR 26958 "
48C049,Broad Telecom SA,"c/ Margarita Salas, 22 Leganes Madrid ES 28918 "
DC38E1,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
40A677,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
0C8610,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
EC3EF7,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
0014F6,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
00121E,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
0010DB,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
307C5E,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
841888,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
40B4F0,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
002688,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
0017CB,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
E0A3AC,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
E00EDA,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
6C2483,Microsoft Mobile Oy,Keilalahdentie 4 Espoo  FI 02150 
848319,"Hangzhou Zero Zero Technology Co., Ltd.","Bldg 13&14, Dream Town, Hangzhou, Zhejiang Hangzhou Zhejiang CN 310000 "
001F20,Logitech Europe SA,EPFL - Quartier de l'Innovation Lausanne CH CH 1015 
882012,LMI Technologies,1673 Cliveden Avenue Delta British Columbia CA V3M 6V5 
002382,"Lih Rong electronic Enterprise Co., Ltd.","No. 2, Lane 387, Hsin Shu Rd. Hsin Chuang City, Taipei TW 242 "
88795B,"Konka Group Co., Ltd.","Shenzhen Konka R & D Building, 28th floor 15-24 Nanshan District Guangdong CN 00000 "
001A34,"Konka Group Co., Ltd.","Shenzhen Konka R & D Building, 28th floor 15-24 Nanshan District Guangdong CN 00000 "
20A90E,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
8C99E6,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
745C9F,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
0CBD51,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
E42D02,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
3CE5A6,"Hangzhou H3C Technologies Co., Limited","Oriental Electronic Bld., NO.2,Chuangye Road Beijing  CN 100085 "
3C8C40,"Hangzhou H3C Technologies Co., Limited","466 Changhe Road, Binjiang District, Hangzhou Zhejiang, P.R.China  310052 "
B04519,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
A81559,"Breathometer, Inc.","863 Mitten Road, Suite 104 Burlingame CA US 94010 "
ECADB8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
9801A7,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
2CF0A2,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
C09727,SAMSUNG ELECTRO-MECHANICS(THAILAND),"93Moo5T. Bangsamak SEMTHAI, WELLGROW INDUSTRIAL ESTATE Bangpakong Chachoengsao TH 24180 "
2C5A8D,SYSTRONIK Elektronik u. Systemtechnik GmbH,Gewerbestrasse 57 ILLMENSEE  DE 88636 
8C897A,AUGTEK,"Tuanjie Road No.100, Building C, Room 521  Nanjing Jiangsu CN 211899 "
54EDA3,"Navdy, Inc.",575 7th Street San Francisco CA US 94103 
046565,Testop,"808, Hanshin IT tower, 272 digital-ro Guro-gu Seoul KR KS013 "
042758,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
3C92DC,Octopod Technology Co. Ltd.,822 Lane Zhennan Road Shanghai  CN 200331 
74CC39,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
6038E0,Belkin International Inc.,12045 E. Waterfront Drive Playa Vista CA US 90094 
F0FDA0,Acurix Networks Pty Ltd,"Unit 5, 348 Victoria Road, Malaga, Perth Western Austraila NZ 6090 "
3876D1,Euronda SpA,"Via dell'artigianato, 7 Montecchio Precalcino Italia/Vicenza IT 36030 "
C48F07,"Shenzhen Yihao Hulian Science and Technology Co., Ltd.","Room A, Floor 6, Building 210, Tairan Industry and Trade Park, Che Kung Temple, Futian District, Shenzhen, Guangdong Province ShenZhen Guangdong CN 518000 "
009E1E,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
002550,"Riverbed Technology, Inc.",125 Cambridge Park Drive Cambridge MA US 02140 
D85B2A,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
ACC33A,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
F45B73,"Wanjiaan Interconnected Technology Co., Ltd","2nd Floor,Incubation Building, Science Development Institute of China, High-tech South 1st Street, Nanshan District Shenzhen Guangdong CN 518040 "
0021E2,visago Systems & Controls GmbH & Co. KG,Neuwiesenstraße 20 Weilheim an der Teck  DE D-73235 
28F10E,Dell Inc.,One Dell Way Round Rock TX US 78682 
C4A366,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
0014B4,General Dynamics United Kingdom Ltd,Castleham Road St Leonards on Sea East Sussex GB TN38 9NJ 
A0B437, GD Mission Systems,8220 EAST ROOSEVELT ST R2121 SCOTTSDALE AZ  85257 
